short_name,age,overall,value_eur,wage_eur,pace,shooting,passing,defending
G. Salazar,33.0,62.0,250000.0,500.0,59.0,62.0,50.0,25.0
Lee Han Beom,20.0,62.0,900000.0,1000.0,54.0,28.0,50.0,61.0
B. Valdez,20.0,62.0,925000.0,2000.0,74.0,42.0,48.0,59.0
D. Taylor,24.0,62.0,550000.0,1000.0,70.0,30.0,50.0,59.0
A. Draper,20.0,62.0,875000.0,500.0,70.0,57.0,58.0,47.0
L. OrtÃ­z,22.0,62.0,850000.0,500.0,68.0,33.0,56.0,62.0
J. Giani,23.0,62.0,875000.0,3000.0,71.0,60.0,59.0,25.0
J. Philogene-Bidace,20.0,62.0,950000.0,10000.0,73.0,59.0,57.0,30.0
G. Norambuena,19.0,62.0,950000.0,650.0,86.0,57.0,51.0,26.0
S. Kartum,26.0,62.0,475000.0,950.0,59.0,53.0,59.0,54.0
B. Willumsson,21.0,62.0,900000.0,800.0,70.0,61.0,54.0,37.0
M. SulbarÃ¡n,19.0,62.0,950000.0,500.0,73.0,47.0,58.0,40.0
C. DÃ­az,21.0,62.0,825000.0,500.0,55.0,25.0,42.0,62.0
B. TraorÃ©,18.0,62.0,950000.0,500.0,67.0,30.0,41.0,63.0
Alejandro PÃ©rez,21.0,62.0,850000.0,2000.0,58.0,40.0,54.0,63.0
M. Estol,27.0,62.0,425000.0,500.0,61.0,63.0,66.0,57.0
A. Hountondji,19.0,62.0,950000.0,900.0,71.0,58.0,54.0,19.0
P. Yazbek,20.0,62.0,900000.0,1000.0,62.0,47.0,58.0,60.0
M. Sankoh,18.0,62.0,1000000.0,2000.0,74.0,62.0,48.0,22.0
F. Ovelar,18.0,62.0,925000.0,500.0,71.0,58.0,58.0,48.0
B. Ezeh,21.0,62.0,950000.0,1000.0,71.0,33.0,49.0,59.0
M. Abbas,19.0,62.0,950000.0,500.0,66.0,45.0,60.0,54.0
E. Edh,19.0,62.0,900000.0,550.0,80.0,48.0,55.0,56.0
S. Raebiger,17.0,62.0,1200000.0,500.0,68.0,52.0,65.0,55.0
Guilherme Soares,21.0,62.0,825000.0,2000.0,54.0,29.0,42.0,63.0
J. van der Meer,20.0,62.0,825000.0,1000.0,56.0,24.0,35.0,64.0
F. Balaj,24.0,62.0,575000.0,2000.0,61.0,60.0,45.0,44.0
J. Braut-Brunes,21.0,62.0,900000.0,850.0,72.0,60.0,53.0,42.0
Diego Guti,21.0,62.0,850000.0,1000.0,60.0,44.0,56.0,61.0
D. Ispas,28.0,62.0,375000.0,1000.0,59.0,28.0,37.0,59.0
Orozco,24.0,62.0,550000.0,950.0,76.0,34.0,44.0,60.0
S. Berger,19.0,62.0,950000.0,1000.0,72.0,52.0,58.0,49.0
L. MikiÄ‡,25.0,62.0,525000.0,2000.0,74.0,61.0,53.0,27.0
M. Hippe,24.0,62.0,575000.0,2000.0,64.0,24.0,35.0,62.0
S. Aigner,21.0,62.0,850000.0,2000.0,65.0,42.0,56.0,57.0
C. Kammerknecht,22.0,62.0,750000.0,1000.0,57.0,23.0,44.0,62.0
L. Herrmann,23.0,62.0,875000.0,2000.0,66.0,52.0,68.0,49.0
A. Iacob,33.0,62.0,190000.0,1000.0,50.0,35.0,41.0,61.0
J. Niehues,21.0,62.0,850000.0,2000.0,55.0,53.0,52.0,61.0
L. Prokop,23.0,62.0,750000.0,2000.0,71.0,38.0,53.0,55.0
J. N'Guessan,19.0,62.0,850000.0,4000.0,70.0,54.0,63.0,59.0
C. Ezekwem,23.0,62.0,575000.0,500.0,55.0,27.0,40.0,63.0
Fabio Blanco,18.0,62.0,1100000.0,8000.0,73.0,56.0,55.0,28.0
J. Fedl,23.0,62.0,750000.0,550.0,60.0,26.0,39.0,63.0
M. Bastian,21.0,62.0,950000.0,3000.0,71.0,34.0,49.0,58.0
J. Salmon,23.0,62.0,750000.0,650.0,66.0,43.0,55.0,57.0
M. Senaya,21.0,62.0,950000.0,3000.0,68.0,37.0,50.0,62.0
F. AgÃ¼ero,27.0,62.0,450000.0,2000.0,55.0,23.0,29.0,62.0
S. Al Shamsi,26.0,62.0,475000.0,500.0,74.0,62.0,57.0,29.0
E. Nevitt,25.0,62.0,500000.0,3000.0,73.0,59.0,46.0,27.0
E. Bitshiabu,17.0,62.0,925000.0,500.0,39.0,36.0,54.0,60.0
A. Trubeha,24.0,62.0,550000.0,2000.0,59.0,62.0,42.0,19.0
D. Antyukh,24.0,62.0,550000.0,500.0,70.0,56.0,61.0,44.0
Z. Sertdemir,17.0,62.0,1200000.0,1000.0,69.0,54.0,62.0,47.0
S. Hong,19.0,62.0,875000.0,900.0,67.0,58.0,48.0,23.0
T. Kofler,23.0,62.0,525000.0,1000.0,70.0,34.0,49.0,58.0
J. Kizzi,29.0,62.0,350000.0,2000.0,68.0,51.0,56.0,57.0
N. Bischof,19.0,62.0,950000.0,2000.0,77.0,60.0,48.0,22.0
J. BotuÃ©,19.0,62.0,950000.0,2000.0,71.0,61.0,50.0,21.0
C. Riedel,18.0,62.0,875000.0,950.0,55.0,25.0,38.0,65.0
M. Peart-Harris,19.0,62.0,950000.0,5000.0,63.0,63.0,62.0,39.0
R. Lavia,18.0,62.0,1200000.0,2000.0,56.0,41.0,52.0,62.0
M. Alfarela,24.0,62.0,600000.0,1000.0,72.0,62.0,55.0,25.0
H. Lawrence,20.0,62.0,825000.0,2000.0,74.0,44.0,52.0,57.0
M. Wasinski,18.0,62.0,875000.0,750.0,67.0,27.0,45.0,61.0
D. Jacovic,21.0,62.0,850000.0,1000.0,58.0,45.0,56.0,59.0
T. Bischof,17.0,62.0,1200000.0,750.0,63.0,51.0,62.0,41.0
K. Sezonienko,19.0,62.0,950000.0,1000.0,75.0,58.0,55.0,27.0
N. Pennington,23.0,62.0,625000.0,900.0,58.0,51.0,58.0,60.0
J. Tomlinson,22.0,62.0,850000.0,2000.0,74.0,47.0,56.0,56.0
M. HÃ¸yland,26.0,62.0,475000.0,950.0,53.0,45.0,54.0,59.0
J. Campbell,22.0,62.0,575000.0,2000.0,71.0,58.0,61.0,60.0
J. Mendes,19.0,62.0,1000000.0,800.0,85.0,36.0,52.0,51.0
M. Kukharevych,21.0,62.0,900000.0,3000.0,59.0,63.0,44.0,23.0
S. Edozie,19.0,62.0,1100000.0,6000.0,74.0,55.0,55.0,28.0
Alan Godoy,19.0,62.0,950000.0,2000.0,74.0,61.0,48.0,31.0
A. Akurugu,20.0,62.0,925000.0,3000.0,73.0,29.0,46.0,58.0
L. Everink,21.0,62.0,850000.0,2000.0,72.0,31.0,47.0,59.0
O. Gene,19.0,62.0,1100000.0,700.0,66.0,46.0,57.0,58.0
Carmona,20.0,62.0,925000.0,3000.0,63.0,46.0,47.0,61.0
IvÃ¡n Romero,21.0,62.0,900000.0,4000.0,65.0,60.0,46.0,22.0
Juanlu SÃ¡nchez,18.0,62.0,925000.0,2000.0,55.0,60.0,56.0,47.0
Yayo,17.0,62.0,900000.0,500.0,62.0,56.0,59.0,57.0
Diego LÃ³pez,20.0,62.0,975000.0,5000.0,73.0,61.0,54.0,34.0
David Cuenca,20.0,62.0,925000.0,3000.0,76.0,42.0,52.0,57.0
H. Camara,20.0,62.0,975000.0,1000.0,53.0,32.0,48.0,60.0
S. Ahmed,28.0,62.0,400000.0,500.0,73.0,49.0,57.0,57.0
B. GutiÃ©rrez,20.0,62.0,925000.0,950.0,70.0,28.0,51.0,55.0
A. Aguilar,21.0,62.0,825000.0,500.0,55.0,26.0,40.0,62.0
C. Zafeiris,19.0,62.0,950000.0,550.0,76.0,53.0,61.0,52.0
J. McAtee,19.0,62.0,1000000.0,10000.0,59.0,60.0,58.0,40.0
B. D'Altoe,23.0,62.0,800000.0,500.0,66.0,64.0,49.0,27.0
L. Morgalla,17.0,62.0,925000.0,500.0,70.0,37.0,45.0,62.0
M. Sponsel,20.0,62.0,925000.0,3000.0,64.0,43.0,56.0,60.0
K. Zedadka,22.0,62.0,600000.0,6000.0,74.0,53.0,58.0,57.0
A. Mbengue,20.0,62.0,900000.0,2000.0,63.0,31.0,39.0,66.0
Guille Bueno,19.0,62.0,950000.0,550.0,78.0,30.0,54.0,48.0
Rodrigo Valente,21.0,62.0,900000.0,1000.0,68.0,60.0,58.0,41.0
M. Ã‡uni,20.0,62.0,875000.0,1000.0,59.0,63.0,51.0,20.0
M. DivkoviÄ‡,23.0,62.0,625000.0,3000.0,80.0,60.0,52.0,20.0
Jonatas Santos,20.0,62.0,950000.0,500.0,81.0,60.0,51.0,26.0
Y. MartÃ­nez,20.0,62.0,950000.0,500.0,76.0,59.0,60.0,54.0
M. GarcÃ­a,23.0,62.0,750000.0,2000.0,53.0,46.0,57.0,59.0
Slavy,20.0,62.0,975000.0,3000.0,67.0,62.0,53.0,28.0
S. Bonnah,18.0,62.0,975000.0,600.0,64.0,35.0,50.0,57.0
Tovar,23.0,62.0,900000.0,5000.0,60.0,60.0,46.0,21.0
A. Madi,20.0,62.0,950000.0,2000.0,69.0,53.0,62.0,52.0
A. Benarous,18.0,62.0,925000.0,2000.0,72.0,49.0,58.0,38.0
Moresche,24.0,62.0,550000.0,650.0,60.0,63.0,53.0,32.0
M. Moormann,21.0,62.0,825000.0,3000.0,59.0,33.0,38.0,61.0
B. Ince,18.0,62.0,1000000.0,1000.0,75.0,50.0,54.0,30.0
J. James,17.0,62.0,1000000.0,800.0,64.0,49.0,56.0,64.0
Ãlvaro SantamarÃ­a,20.0,62.0,975000.0,2000.0,62.0,64.0,51.0,24.0
H. Lezcano,24.0,62.0,500000.0,500.0,61.0,56.0,62.0,43.0
L. Calodat,20.0,62.0,925000.0,1000.0,76.0,53.0,56.0,55.0
L. Becerra,24.0,62.0,750000.0,500.0,71.0,50.0,55.0,59.0
C. GarcÃ­a,19.0,62.0,825000.0,500.0,68.0,55.0,56.0,58.0
Y. Diaby,21.0,62.0,650000.0,3000.0,81.0,53.0,57.0,32.0
J. PÃ©rez,30.0,62.0,375000.0,500.0,70.0,54.0,60.0,50.0
Z. Buurmeester,20.0,62.0,1000000.0,2000.0,67.0,56.0,60.0,58.0
M. SuÃ¡rez,20.0,62.0,825000.0,500.0,59.0,36.0,48.0,62.0
Jordi Pola,22.0,62.0,825000.0,2000.0,53.0,32.0,36.0,63.0
Z. Iqbal,19.0,62.0,1000000.0,9000.0,67.0,57.0,60.0,49.0
C. Vindehall,26.0,62.0,500000.0,850.0,65.0,43.0,59.0,55.0
Lucas Laso,19.0,62.0,875000.0,950.0,60.0,32.0,50.0,62.0
A. Hoskonen,25.0,62.0,725000.0,500.0,60.0,36.0,46.0,62.0
J. Tomkinson,20.0,62.0,900000.0,5000.0,64.0,31.0,40.0,62.0
Estanis,18.0,62.0,1000000.0,8000.0,72.0,62.0,53.0,24.0
T. Wichne,25.0,62.0,525000.0,850.0,78.0,36.0,52.0,55.0
L. Stankovski,19.0,62.0,950000.0,2000.0,54.0,53.0,62.0,39.0
T. Gutierrez,22.0,62.0,825000.0,2000.0,60.0,35.0,52.0,61.0
B. Garrido,23.0,62.0,825000.0,750.0,63.0,41.0,57.0,59.0
Netinho,28.0,62.0,350000.0,800.0,71.0,43.0,56.0,55.0
L. Petrasso,22.0,62.0,850000.0,1000.0,74.0,42.0,59.0,55.0
T. Ãšlfarsson,21.0,62.0,900000.0,1000.0,70.0,62.0,57.0,20.0
E. Ongaro,24.0,62.0,600000.0,2000.0,63.0,60.0,41.0,20.0
J. Lavega,17.0,62.0,900000.0,500.0,74.0,58.0,58.0,25.0
Javi Guerra,19.0,62.0,1000000.0,3000.0,59.0,54.0,63.0,53.0
M. Baur,17.0,62.0,900000.0,500.0,66.0,53.0,58.0,42.0
D. Mosquera,22.0,62.0,825000.0,650.0,55.0,66.0,51.0,27.0
D. VukojeviÄ‡,26.0,62.0,475000.0,900.0,81.0,61.0,54.0,20.0
J. Poiso,18.0,62.0,975000.0,500.0,67.0,48.0,53.0,54.0
J. Romero,18.0,62.0,925000.0,1000.0,76.0,61.0,56.0,34.0
K. FernÃ¡ndez,23.0,62.0,800000.0,500.0,71.0,63.0,59.0,21.0
L. Loor,21.0,62.0,775000.0,500.0,80.0,56.0,58.0,56.0
M. Angulo,20.0,62.0,950000.0,500.0,58.0,50.0,61.0,58.0
Bruno Marques,23.0,62.0,900000.0,1000.0,48.0,62.0,44.0,27.0
M. BjÃ¸rlo,26.0,62.0,525000.0,950.0,61.0,54.0,62.0,59.0
J. De Los Santos,19.0,62.0,1000000.0,500.0,70.0,60.0,43.0,34.0
D. Seck,21.0,62.0,975000.0,6000.0,69.0,62.0,55.0,30.0
J. Olaitan Ishola,20.0,62.0,875000.0,1000.0,78.0,58.0,59.0,52.0
D. Bueno,21.0,62.0,825000.0,500.0,53.0,30.0,53.0,61.0
E. Velasquez,23.0,62.0,575000.0,500.0,55.0,28.0,45.0,62.0
T. Ismaheel,21.0,62.0,975000.0,3000.0,82.0,58.0,50.0,24.0
F. DÃ­az,21.0,62.0,900000.0,2000.0,67.0,50.0,62.0,49.0
K. Onsrud,27.0,62.0,425000.0,950.0,53.0,56.0,57.0,56.0
A. Sosa,21.0,62.0,975000.0,2000.0,72.0,64.0,44.0,21.0
R. Sanchez,18.0,62.0,1000000.0,500.0,75.0,59.0,57.0,36.0
J. Perales,21.0,62.0,900000.0,2000.0,67.0,64.0,52.0,19.0
K. Thompson,19.0,62.0,900000.0,750.0,78.0,50.0,52.0,59.0
M. Luciano,18.0,62.0,875000.0,750.0,80.0,32.0,51.0,57.0
Ã“. Noriega,33.0,62.0,250000.0,500.0,71.0,62.0,59.0,50.0
M. Ruiz,18.0,62.0,825000.0,500.0,62.0,60.0,61.0,58.0
R. Gareca,20.0,62.0,875000.0,500.0,71.0,54.0,58.0,49.0
F. Etim,20.0,62.0,975000.0,1000.0,56.0,65.0,44.0,26.0
M. Dekker,18.0,62.0,875000.0,550.0,63.0,35.0,50.0,62.0
Ã“. Pinto,20.0,62.0,875000.0,500.0,69.0,60.0,58.0,39.0
M. Mieles,21.0,62.0,800000.0,500.0,71.0,60.0,61.0,55.0
Ã“. Segura,19.0,62.0,950000.0,500.0,72.0,45.0,57.0,52.0
D. Bobadilla,20.0,62.0,775000.0,500.0,64.0,57.0,57.0,62.0
B. Mansilla,20.0,62.0,875000.0,500.0,72.0,60.0,56.0,46.0
A. Iliev,27.0,62.0,475000.0,1000.0,67.0,62.0,47.0,19.0
K. Lamadrid,18.0,62.0,875000.0,500.0,68.0,55.0,59.0,60.0
E. Britez,21.0,62.0,775000.0,500.0,70.0,48.0,56.0,58.0
Ãlvaro Roncal,21.0,62.0,850000.0,1000.0,60.0,34.0,48.0,62.0
A. Gabrielloni,27.0,62.0,425000.0,850.0,71.0,62.0,46.0,25.0
B. Aguilar,19.0,62.0,875000.0,1000.0,54.0,32.0,45.0,64.0
R. Odogwu,31.0,62.0,325000.0,850.0,62.0,63.0,44.0,22.0
A. Vallocchia,25.0,62.0,500000.0,650.0,69.0,48.0,59.0,57.0
Mario Gila,21.0,62.0,825000.0,5000.0,64.0,38.0,52.0,62.0
T. Springett,19.0,62.0,950000.0,4000.0,79.0,61.0,56.0,30.0
E. Duca,25.0,62.0,575000.0,800.0,67.0,53.0,58.0,42.0
M. Piacentini,23.0,62.0,750000.0,650.0,62.0,30.0,34.0,64.0
N. Musampa,20.0,62.0,825000.0,1000.0,70.0,28.0,48.0,62.0
Altimira,21.0,62.0,850000.0,1000.0,59.0,26.0,47.0,61.0
D. James,22.0,62.0,850000.0,1000.0,75.0,29.0,50.0,60.0
B. Plat,22.0,62.0,750000.0,1000.0,56.0,27.0,46.0,61.0
C. Twigt,19.0,62.0,775000.0,950.0,60.0,47.0,60.0,59.0
R. Duterte,28.0,62.0,350000.0,1000.0,60.0,40.0,58.0,58.0
R. Ferhaoui,25.0,62.0,575000.0,1000.0,63.0,56.0,63.0,56.0
S. da Silva,31.0,62.0,325000.0,1000.0,51.0,63.0,41.0,21.0
M. Neubauer,26.0,62.0,425000.0,550.0,65.0,32.0,54.0,58.0
R. Fellhauer,24.0,62.0,525000.0,500.0,74.0,43.0,58.0,53.0
M. Feil,27.0,62.0,425000.0,600.0,82.0,57.0,56.0,29.0
J. RÃ­os Alonso,21.0,62.0,750000.0,850.0,68.0,36.0,51.0,61.0
M. Bratu,20.0,62.0,950000.0,1000.0,80.0,61.0,61.0,28.0
V. Vermeulen,20.0,62.0,875000.0,750.0,73.0,49.0,60.0,30.0
N. Tjoe-A-On,20.0,62.0,825000.0,1000.0,71.0,38.0,50.0,57.0
N. Casasola,21.0,62.0,850000.0,2000.0,64.0,41.0,57.0,61.0
Leung Nokhang,27.0,62.0,400000.0,2000.0,53.0,27.0,38.0,61.0
G. Lekaj,32.0,62.0,250000.0,2000.0,34.0,37.0,46.0,62.0
M. Portillo,22.0,62.0,625000.0,2000.0,72.0,59.0,57.0,53.0
Fran Ãlvarez,24.0,62.0,625000.0,2000.0,59.0,58.0,62.0,39.0
K. Doukoure,23.0,62.0,875000.0,2000.0,72.0,59.0,59.0,62.0
K. Farade,26.0,62.0,475000.0,1000.0,70.0,60.0,41.0,29.0
K. Salazar,24.0,62.0,750000.0,700.0,69.0,47.0,52.0,60.0
M. Feliks,23.0,62.0,800000.0,1000.0,76.0,61.0,51.0,24.0
P. Aning,18.0,62.0,1100000.0,500.0,83.0,37.0,54.0,51.0
M. Inainfe,19.0,62.0,800000.0,1000.0,71.0,30.0,30.0,64.0
M. SarÄ±kaya,24.0,62.0,600000.0,2000.0,61.0,66.0,63.0,51.0
B. Pudel,21.0,62.0,825000.0,650.0,58.0,31.0,50.0,61.0
U. Ortegoza,25.0,62.0,550000.0,3000.0,63.0,57.0,63.0,43.0
N. Miroshi Dismas,19.0,62.0,900000.0,1000.0,71.0,38.0,54.0,59.0
S. NÃºÃ±ez,22.0,62.0,825000.0,2000.0,62.0,28.0,43.0,62.0
G. PiÃ±eiro,21.0,62.0,900000.0,2000.0,63.0,55.0,65.0,48.0
T. Kastanaras,19.0,62.0,1000000.0,3000.0,58.0,64.0,51.0,22.0
D. Elfadli,25.0,62.0,525000.0,2000.0,66.0,49.0,57.0,63.0
B. Halbouni,22.0,62.0,825000.0,2000.0,61.0,45.0,47.0,61.0
T. Stappmann,22.0,62.0,825000.0,2000.0,55.0,36.0,41.0,61.0
M. Wenig,18.0,62.0,1000000.0,2000.0,64.0,58.0,63.0,44.0
T. Gayret,23.0,62.0,600000.0,1000.0,69.0,56.0,58.0,41.0
K. Felida,22.0,62.0,600000.0,1000.0,64.0,47.0,56.0,60.0
T. Deniz,28.0,62.0,400000.0,1000.0,72.0,60.0,62.0,44.0
F. Herbst,22.0,62.0,575000.0,500.0,60.0,29.0,41.0,60.0
M. Schmidt,26.0,62.0,500000.0,500.0,62.0,60.0,58.0,43.0
E. OmiÄ‡,19.0,62.0,900000.0,2000.0,64.0,43.0,58.0,60.0
Simo,17.0,62.0,1200000.0,500.0,59.0,36.0,49.0,63.0
TomÃ¡s Domingos,23.0,62.0,750000.0,1000.0,72.0,41.0,60.0,57.0
I. Monterisi,20.0,62.0,900000.0,2000.0,58.0,30.0,41.0,63.0
S. Giordano,20.0,62.0,875000.0,850.0,76.0,51.0,60.0,52.0
M. BrkljaÄa,17.0,62.0,1200000.0,500.0,73.0,48.0,54.0,34.0
B. BÃ¶ckle,20.0,62.0,575000.0,3000.0,69.0,34.0,49.0,59.0
S. TrÃ©moulet,22.0,62.0,750000.0,2000.0,64.0,29.0,47.0,62.0
Fabinho,21.0,62.0,850000.0,2000.0,71.0,34.0,54.0,59.0
Vilarrasa,22.0,62.0,850000.0,2000.0,67.0,36.0,38.0,66.0
R. DediÄ,28.0,62.0,400000.0,500.0,60.0,61.0,39.0,27.0
M. Eser,20.0,62.0,825000.0,2000.0,74.0,32.0,34.0,64.0
E. Shahaf,24.0,62.0,600000.0,2000.0,74.0,60.0,59.0,56.0
M. Peretti,22.0,62.0,750000.0,800.0,58.0,30.0,38.0,61.0
L. Belardinelli,21.0,62.0,850000.0,1000.0,65.0,42.0,56.0,61.0
D. PejÄinoviÄ‡,17.0,62.0,1000000.0,2000.0,62.0,60.0,52.0,24.0
Arroyo,18.0,62.0,925000.0,2000.0,72.0,63.0,45.0,20.0
Tiago Santos,19.0,62.0,825000.0,800.0,77.0,43.0,56.0,55.0
S. GÃ¶ksu,29.0,62.0,400000.0,3000.0,66.0,56.0,60.0,59.0
JoÃ£o Silva,23.0,62.0,575000.0,2000.0,63.0,24.0,41.0,62.0
Y. Yarmoliuk,18.0,62.0,1000000.0,3000.0,66.0,56.0,63.0,42.0
J. Herrera,19.0,62.0,850000.0,1000.0,71.0,59.0,58.0,22.0
A. Onischenko,19.0,62.0,950000.0,550.0,62.0,51.0,58.0,52.0
J. Bahamboula,21.0,62.0,975000.0,2000.0,82.0,59.0,51.0,34.0
N. Sadaoui,28.0,62.0,400000.0,500.0,80.0,58.0,52.0,31.0
M. Tolba,17.0,62.0,875000.0,500.0,61.0,38.0,53.0,61.0
M. Tambedou,19.0,62.0,875000.0,1000.0,70.0,33.0,50.0,60.0
T. Geralnik,19.0,62.0,1000000.0,900.0,61.0,54.0,64.0,37.0
Miguel NÃ³brega,22.0,62.0,750000.0,1000.0,59.0,30.0,36.0,63.0
G. Jean,22.0,62.0,825000.0,900.0,57.0,33.0,44.0,62.0
Jonny Arriba,20.0,62.0,875000.0,1000.0,67.0,56.0,63.0,54.0
M. Meisl,21.0,62.0,825000.0,2000.0,60.0,29.0,46.0,61.0
N. Prelec,21.0,62.0,975000.0,2000.0,66.0,63.0,53.0,21.0
D. Gomis,27.0,62.0,425000.0,2000.0,57.0,29.0,43.0,62.0
B. Nieling,19.0,62.0,875000.0,1000.0,63.0,27.0,41.0,64.0
D. Jean,19.0,62.0,950000.0,3000.0,82.0,62.0,48.0,23.0
Alcedo,21.0,62.0,600000.0,1000.0,69.0,35.0,42.0,62.0
Martim Tavares,18.0,62.0,1000000.0,1000.0,61.0,67.0,45.0,22.0
Adriano Firmino,22.0,62.0,850000.0,1000.0,56.0,47.0,60.0,59.0
Paulo Eduardo,20.0,62.0,900000.0,900.0,59.0,35.0,46.0,64.0
A. Kulakov,23.0,62.0,800000.0,500.0,70.0,63.0,44.0,23.0
J. Escartin,19.0,62.0,975000.0,2000.0,65.0,30.0,46.0,63.0
Marco Moreno,21.0,62.0,925000.0,5000.0,57.0,33.0,43.0,60.0
Dinis Pinto,21.0,62.0,850000.0,2000.0,72.0,42.0,54.0,57.0
B. Bouchouari,20.0,62.0,875000.0,1000.0,65.0,47.0,62.0,44.0
B. Bayeye,22.0,62.0,650000.0,6000.0,77.0,50.0,59.0,55.0
S. Wade,19.0,62.0,900000.0,3000.0,63.0,32.0,51.0,64.0
M. Karamarko,24.0,62.0,550000.0,1000.0,63.0,25.0,39.0,63.0
J. Louis-Jean,18.0,62.0,975000.0,500.0,69.0,27.0,51.0,62.0
O. Yatsyk,19.0,62.0,1000000.0,500.0,64.0,59.0,62.0,55.0
O. Ocheretko,19.0,62.0,950000.0,500.0,65.0,55.0,61.0,35.0
R. Cleary,18.0,62.0,925000.0,3000.0,74.0,62.0,50.0,29.0
M. N'Diaye,20.0,62.0,925000.0,3000.0,77.0,27.0,53.0,58.0
H. Mouali,24.0,62.0,750000.0,950.0,63.0,38.0,57.0,58.0
Marc Tenas,21.0,62.0,900000.0,2000.0,54.0,67.0,46.0,22.0
J. Ibrahimi,19.0,62.0,950000.0,2000.0,66.0,61.0,44.0,24.0
M. Quiroz,20.0,62.0,825000.0,2000.0,65.0,53.0,60.0,59.0
M. Esponda,19.0,62.0,900000.0,1000.0,66.0,54.0,58.0,59.0
Ãlex Revuelta,22.0,62.0,750000.0,4000.0,66.0,31.0,41.0,61.0
A. Askar,36.0,61.0,70000.0,600.0,71.0,58.0,61.0,55.0
D. Pratley,37.0,61.0,100000.0,2000.0,33.0,57.0,61.0,62.0
L. Chambers,36.0,61.0,60000.0,2000.0,36.0,26.0,49.0,60.0
R. McArdle,35.0,61.0,90000.0,1000.0,34.0,27.0,42.0,61.0
S. Foley,35.0,61.0,130000.0,1000.0,47.0,57.0,61.0,60.0
Yang Xu,34.0,61.0,160000.0,3000.0,54.0,58.0,53.0,28.0
Feng Zhuoyi,33.0,61.0,200000.0,2000.0,62.0,50.0,57.0,60.0
A. Sanaia,32.0,61.0,210000.0,950.0,49.0,37.0,55.0,60.0
Shin Hyung Min,35.0,61.0,90000.0,1000.0,43.0,56.0,61.0,60.0
J. Devitt,31.0,61.0,275000.0,2000.0,65.0,58.0,62.0,41.0
A. White,30.0,61.0,275000.0,2000.0,66.0,55.0,56.0,58.0
J. Bowery,30.0,61.0,325000.0,4000.0,78.0,58.0,48.0,37.0
S. Bennett,31.0,61.0,230000.0,3000.0,39.0,53.0,52.0,61.0
J. Labadie,31.0,61.0,275000.0,3000.0,59.0,55.0,58.0,62.0
T. Ricketts,34.0,61.0,160000.0,2000.0,82.0,60.0,47.0,22.0
S. Robinson,30.0,61.0,325000.0,2000.0,66.0,59.0,58.0,50.0
A. Boyle,31.0,61.0,220000.0,700.0,45.0,37.0,49.0,60.0
K. Ward,31.0,61.0,275000.0,750.0,67.0,56.0,61.0,48.0
Ji Dong Won,31.0,61.0,275000.0,2000.0,56.0,63.0,59.0,40.0
J. Bertilsson,34.0,61.0,150000.0,850.0,63.0,58.0,60.0,32.0
M. Ziereis,29.0,61.0,325000.0,600.0,65.0,60.0,50.0,23.0
M. Ehmer,30.0,61.0,275000.0,2000.0,56.0,54.0,52.0,59.0
M. KÃ¶nnecke,33.0,61.0,200000.0,550.0,85.0,59.0,61.0,50.0
D. Lafferty,33.0,61.0,170000.0,600.0,54.0,52.0,56.0,59.0
A. Palmer,29.0,61.0,275000.0,3000.0,47.0,29.0,37.0,61.0
F. D'Onofrio,31.0,61.0,240000.0,3000.0,66.0,34.0,54.0,59.0
S. May,29.0,61.0,325000.0,2000.0,65.0,60.0,57.0,26.0
Cho Ji Hun,32.0,61.0,250000.0,2000.0,60.0,62.0,64.0,58.0
J. Reeves,29.0,61.0,325000.0,2000.0,72.0,54.0,61.0,55.0
B. Kiernan,29.0,61.0,325000.0,3000.0,88.0,53.0,52.0,28.0
B. McNamee,30.0,61.0,325000.0,500.0,59.0,54.0,60.0,53.0
Ruben Bover,30.0,61.0,325000.0,1000.0,70.0,58.0,61.0,38.0
E. Murray,28.0,61.0,275000.0,2000.0,53.0,35.0,46.0,59.0
Zhang Jiaqi,30.0,61.0,275000.0,2000.0,53.0,56.0,52.0,59.0
R. Gaffney,32.0,61.0,275000.0,850.0,52.0,61.0,53.0,38.0
G. Holohan,30.0,61.0,325000.0,2000.0,69.0,54.0,60.0,50.0
C. Jennings,30.0,61.0,325000.0,3000.0,70.0,62.0,57.0,38.0
B. Dickenson,29.0,61.0,325000.0,3000.0,70.0,57.0,57.0,56.0
A. KajeviÄ‡,32.0,61.0,250000.0,2000.0,71.0,43.0,60.0,53.0
A. Kurdi,30.0,61.0,275000.0,4000.0,66.0,51.0,59.0,58.0
L. Gambin,29.0,61.0,325000.0,2000.0,68.0,55.0,57.0,46.0
D. Iapichino,31.0,61.0,240000.0,4000.0,68.0,50.0,53.0,58.0
D. Morgan,27.0,61.0,350000.0,1000.0,56.0,55.0,58.0,60.0
C. McFadzean,28.0,61.0,300000.0,500.0,73.0,51.0,55.0,57.0
Kim Dae Gyeong,30.0,61.0,325000.0,1000.0,71.0,54.0,56.0,48.0
H. Adelakun,26.0,61.0,375000.0,2000.0,77.0,58.0,56.0,21.0
Park Jung Bin,28.0,61.0,325000.0,1000.0,75.0,57.0,58.0,38.0
Kim Joo Won,30.0,61.0,275000.0,1000.0,67.0,27.0,49.0,59.0
J. Clisby,30.0,61.0,275000.0,1000.0,69.0,49.0,57.0,55.0
