short_name,player_positions,overall,potential,value_eur,wage_eur,nationality_name,preferred_foot,pace,shooting,passing,defending
J. Hiwula,"LM, LW, ST",61,61,350000,1000,England,Right,81,59,53,29
M. PepiÄ‡,"CM, CDM, CAM",61,64,425000,650,Montenegro,Right,59,53,58,57
J. VojtuÅ¡,ST,61,61,325000,2000,Slovakia,Right,66,62,51,24
H. Lennon,CB,61,62,325000,500,England,Left,64,29,42,60
A. Al Dohaim,CB,61,61,275000,5000,Saudi Arabia,Right,64,41,45,59
J. Brattberg,GK,61,66,375000,950,Sweden,Right,0,0,0,0
I. Konovalov,GK,61,64,325000,1000,Russia,Right,0,0,0,0
J. Sierra,ST,61,62,400000,1000,Chile,Right,64,61,42,26
N. Konstandopoulos,CM,61,64,425000,2000,Australia,Right,74,50,59,55
R. Mukiibi,"CB, RB",61,61,275000,700,Uganda,Right,39,42,58,59
Ahn Yong Woo,"LWB, LM",61,61,275000,1000,Korea Republic,Left,76,55,59,51
Liu Yang,CB,61,61,220000,2000,China PR,Right,55,36,50,58
Jin Pengxiang,"CB, RB",61,61,210000,3000,China PR,Right,63,35,53,59
Zhou Tong,"LM, LWB",61,61,250000,2000,China PR,Right,79,52,57,51
LÃ¼ Peng,"CDM, CM",61,61,220000,2000,China PR,Right,58,42,53,62
K. Opseth,ST,61,61,275000,1000,Norway,Left,54,61,54,25
Chang Feiya,"RM, LM, RWB",61,61,325000,2000,China PR,Right,75,55,55,37
W. Randall,LM,61,62,400000,2000,England,Right,77,55,54,40
R. Kamber,"CM, CDM",61,64,425000,2000,Switzerland,Right,66,61,63,55
Du Jia,GK,61,61,220000,3000,China PR,Right,0,0,0,0
Bai Yuefeng,"RB, RM, LB",61,61,100000,1000,China PR,Right,59,53,57,58
S. Tekerci,"LM, RM, LB",61,61,325000,550,Turkey,Left,69,50,59,49
D. Wilson,ST,61,63,425000,2000,England,Left,78,59,47,22
F. YÄ±ldÄ±rÄ±m,"RB, RM",61,63,375000,2000,Turkey,Right,66,47,63,55
D. Steininger,"ST, RM, LM",61,61,350000,600,Germany,Right,73,56,53,36
A. Singh,GK,61,63,275000,500,India,Right,0,0,0,0
F. Rawson,CB,61,63,375000,1000,England,Right,49,32,41,60
D. Armstrong,"LM, RM",61,65,475000,1000,Scotland,Left,80,55,53,28
J. Jones,CM,61,62,375000,500,Scotland,Right,67,56,60,53
R. Watson,GK,61,63,300000,500,England,Right,0,0,0,0
L. Ward,GK,61,64,325000,1000,England,Right,0,0,0,0
M. GonÃ§alves,"RB, LB",61,62,350000,1000,Switzerland,Right,75,31,44,58
Yang Shiyuan,"CDM, CM",61,62,325000,3000,China PR,Right,74,35,50,63
Zheng Zhiyun,LB,61,62,350000,2000,China PR,Left,82,50,57,49
R. Gall,LW,61,61,350000,2000,United States,Right,77,62,55,38
B. Warland,CB,61,64,375000,1000,Australia,Left,47,24,37,60
R. Al Ibrahim,"CAM, LM",61,61,325000,3000,Saudi Arabia,Right,65,57,58,38
N. Maher,CB,61,63,350000,2000,England,Right,68,43,50,59
H. Hevel,"CAM, RM, CM",61,64,425000,1000,Netherlands,Left,69,58,59,34
Jin Yangyang,CB,61,61,275000,2000,China PR,Right,56,29,37,60
S. Shamal,"LM, ST",61,62,375000,1000,France,Right,75,55,49,20
C. Horgan,RB,61,61,325000,500,Republic of Ireland,Right,64,31,55,57
Gan Rui,"RWB, CB",61,61,70000,1000,China PR,Right,66,49,58,52
A. Coote,"CAM, RM",61,66,500000,600,Scotland,Right,74,60,57,39
E. Andersson,CM,61,66,475000,700,Sweden,Left,65,57,64,53
Kim Won Gun,CB,61,61,275000,1000,Korea Republic,Right,67,31,42,59
D. Mboumbouni,CB,61,66,425000,800,Central African Republic,Right,51,32,46,59
J. Flores,"CDM, CM",61,64,375000,600,England,Left,66,62,62,58
O. Finney,CM,61,67,525000,2000,England,Left,73,57,59,52
E. Edwards Jr.,GK,61,61,220000,1000,United States,Right,0,0,0,0
E. Lindell,"RB, RM",61,62,350000,700,Sweden,Right,77,38,57,49
M. Foulds,LB,61,65,425000,3000,England,Left,69,26,52,60
R. Tumilty,"RWB, RB",61,63,375000,2000,Scotland,Right,77,48,55,57
Jang Yun Ho,"CM, CDM",61,63,400000,2000,Korea Republic,Right,57,55,61,53
O. Zanzala,ST,61,63,425000,3000,Congo,Right,69,59,46,29
Liang Xueming,"CAM, LM",61,62,375000,2000,China PR,Right,69,59,54,31
Cao Yongjing,"LM, ST",61,63,400000,3000,China PR,Right,81,54,53,56
Qi Tianyu,"RM, RB",61,61,325000,4000,China PR,Right,64,53,60,58
R. Hepburn-Murphy,ST,61,67,525000,3000,England,Right,87,61,47,25
P. Kotal,"CB, RB",61,61,275000,700,India,Right,72,39,48,59
A. De John,"CB, RB",61,61,220000,1000,United States,Right,37,27,39,58
C. Harkin,"CM, CDM",61,64,425000,650,Northern Ireland,Right,53,55,63,53
T. Gomez,GK,61,63,275000,1000,United States,Right,0,0,0,0
W. McDonald,"LW, RW",61,62,400000,2000,England,Right,82,56,54,39
T. Adeloye,"ST, RM",61,62,400000,3000,England,Right,76,60,46,29
G. Dahl,LB,61,64,400000,2000,Denmark,Left,68,38,57,57
H. Burgoyne,GK,61,64,325000,1000,England,Right,0,0,0,0
S. Maderer,"ST, CAM",61,64,450000,550,Germany,Left,71,59,48,33
R. Arnold,"CDM, CB",61,65,425000,1000,Switzerland,Right,50,35,53,61
J. McGing,"RWB, LWB, CB",61,61,300000,900,Australia,Right,65,38,53,59
Y. SubaÅŸÄ±,LB,61,64,400000,3000,Turkey,Left,70,36,44,58
M. Kenlock,LB,61,62,350000,2000,England,Left,70,38,52,59
E. Osadebe,"CM, RWB, CAM",61,62,400000,3000,Republic of Ireland,Right,83,57,60,53
W. JÃ¤Ã¤skelÃ¤inen,GK,61,67,425000,1000,Finland,Left,0,0,0,0
E. Iandolo,"CM, LB, LWB",61,64,450000,3000,England,Left,72,53,60,58
A. Chrzanowski,"CB, LB",61,71,675000,950,Poland,Left,72,39,39,60
A. Bukhari,GK,61,66,375000,4000,Saudi Arabia,Right,0,0,0,0
S. Al Hamsal,"RB, RWB, CB",61,64,400000,2000,Saudi Arabia,Right,84,35,49,56
Z. Elbouzedi,RM,61,67,525000,1000,Republic of Ireland,Right,82,53,56,35
J. Umerah,ST,61,63,425000,2000,England,Right,74,58,45,27
Hwang Mun Ki,"CM, RW",61,66,475000,1000,Korea Republic,Right,70,54,61,44
J. Eastwood,GK,61,66,375000,3000,England,Right,0,0,0,0
S. Nigro,"RB, LB",61,63,375000,2000,Australia,Right,71,37,56,55
B. Sambou,ST,61,65,475000,2000,Germany,Right,81,58,47,33
T. Heward-Belle,GK,61,67,400000,1000,Australia,Right,0,0,0,0
Kim Gyeong Jae,"CB, CDM",61,62,300000,1000,Korea Republic,Right,66,33,50,59
Yu In Soo,"LB, LM",61,61,325000,1000,Korea Republic,Right,69,57,57,55
M. Mokrzycki,CDM,61,69,675000,950,Poland,Right,64,46,56,58
Yang Ting,RB,61,61,300000,2000,China PR,Right,67,37,41,60
J. Grant,"CDM, LB",61,64,400000,2000,England,Right,61,48,54,59
J. Maddox,CM,61,69,725000,3000,England,Right,71,55,61,53
Oh In Pyo,"RM, RB",61,64,425000,2000,Korea Republic,Right,66,61,52,20
Jeong Dong Yun,"LM, RB",61,61,325000,1000,Korea Republic,Right,71,41,58,56
E. Boyle,"RB, RWB",61,66,450000,500,Republic of Ireland,Right,74,34,48,57
D. Leahy,LB,61,64,425000,600,Republic of Ireland,Left,66,50,56,57
A. Georgiou,LB,61,64,400000,3000,Cyprus,Left,74,43,55,57
J. RomaÃ±a,CB,61,70,675000,1000,Colombia,Right,53,26,40,60
A. Diallo,"LW, ST",61,61,325000,1000,Guinea,Right,73,56,59,28
C. O'Toole,LB,61,64,425000,1000,Australia,Left,77,32,50,56
B. Hvidt,"CM, CDM",61,71,725000,2000,Denmark,Right,55,54,57,61
P. SÃ¡nchez,"CF, CAM, LW",61,68,675000,850,Chile,Right,73,54,52,26
K. Riis,CB,61,66,425000,2000,Denmark,Right,54,40,46,60
E. Guerrero,"CB, CDM",61,61,220000,1000,Chile,Right,32,26,39,61
H. St Clair,"LW, CAM",61,67,525000,900,Scotland,Right,68,56,61,31
M. Heinrich,"LM, RM, LW",61,64,450000,500,Germany,Right,75,51,53,30
D. RÃ­os,ST,61,62,375000,2000,Mexico,Right,48,65,45,25
N. Freeman,"LW, CM",61,62,375000,2000,England,Right,71,57,60,52
A. Al Shammari,"LB, LM",61,62,350000,3000,Saudi Arabia,Left,75,49,56,53
S. Hart,LB,61,62,350000,2000,England,Left,73,47,54,56
D. Nlundulu,ST,61,68,675000,8000,England,Right,62,59,46,21
J. Turner,GK,61,71,625000,1000,England,Right,0,0,0,0
F. Gmeiner,"RB, LB",61,66,450000,1000,Austria,Right,63,31,52,61
S. Atakayi,RM,61,66,500000,650,Finland,Right,85,55,51,25
E. Mason-Clark,"ST, RM, LM",61,67,525000,2000,England,Right,83,58,51,29
Lee Ji Hoon,"RB, LWB",61,61,300000,1000,Korea Republic,Right,74,26,45,60
L. Freestone,"CB, LWB",61,70,700000,1000,England,Left,71,33,50,57
K. McIntosh,GK,61,61,230000,1000,United States,Right,0,0,0,0
R. Macek,"CM, CAM",61,64,425000,2000,Czech Republic,Right,63,56,62,55
K. Larson,"RWB, CB",61,61,275000,850,Sweden,Right,67,35,52,56
C. Owens,"CM, CAM",61,67,525000,5000,Northern Ireland,Right,59,50,61,52
M. Pompetti,"CM, CDM",61,70,725000,8000,Italy,Right,63,48,62,47
Y. Maart,"CM, CAM",61,62,375000,500,South Africa,Left,73,48,62,51
Li Peng,CB,61,61,220000,2000,China PR,Right,48,28,43,60
D. Happe,CB,61,65,425000,2000,England,Left,55,28,42,60
R. Nartey,"CB, RB",61,68,600000,3000,England,Right,64,28,54,60
Moon Ji Hwan,"CDM, CB",61,62,325000,1000,Korea Republic,Right,60,39,49,61
Park Min Gyu,"LB, LWB",61,62,350000,1000,Korea Republic,Left,72,24,45,55
L. Coyle,CDM,61,68,625000,900,England,Right,61,49,55,58
D. Engel,"RB, CDM, RWB",61,62,350000,500,Germany,Right,72,49,56,56
J. Isaksen,"CM, CDM",61,68,675000,750,Norway,Right,69,50,60,58
J. Eskesen,"CM, LM",61,68,650000,750,Denmark,Right,69,50,59,53
A. Danek,RB,61,61,325000,850,Poland,Right,64,51,53,57
I. El Maach,GK,61,69,650000,1000,Morocco,Right,0,0,0,0
M. SkenderoviÄ‡,ST,61,68,675000,750,Montenegro,Left,67,60,47,23
Liu Ruofan,"ST, RM",61,70,725000,2000,China PR,Right,75,56,56,41
J. Osabutey,"ST, RW",61,67,525000,2000,Ghana,Right,82,58,45,24
Song Long,LB,61,61,230000,3000,China PR,Right,67,37,54,56
J. Waite,CAM,61,66,500000,3000,Wales,Right,69,55,57,47
R. Bennett,ST,61,61,275000,2000,England,Left,53,60,42,25
R. Hutton,"RB, RWB",61,63,400000,2000,England,Right,78,43,52,53
S. Szota,CB,61,71,675000,1000,Poland,Right,77,27,44,59
T. Shade,"LW, LWB",61,70,725000,3000,Saint Kitts and Nevis,Right,84,55,52,53
P. Silfwer,CM,61,61,325000,700,Sweden,Right,66,42,60,51
B. Sass-Davies,CB,61,69,700000,2000,Wales,Right,59,27,40,61
E. Chapman,CM,61,69,725000,1000,England,Left,68,47,63,53
L. Barr,CB,61,62,325000,1000,Australia,Right,62,30,39,61
T. Knowles,"LW, CAM, ST",61,68,650000,3000,England,Right,84,58,52,33
S. Quigley,ST,61,61,325000,3000,England,Right,60,61,47,30
J. Grodowski,"LW, RW, ST",61,67,525000,500,Germany,Right,79,59,51,25
N. Tsaroulla,"LWB, LB",61,67,475000,2000,Cyprus,Left,79,48,52,55
Diego PampÃ­n,"LB, LM",61,72,700000,1000,Spain,Left,54,33,52,58
M. Gallegos,ST,61,65,450000,3000,Argentina,Right,54,63,43,26
Lin Liangming,"LW, RM, ST",61,63,400000,2000,China PR,Right,76,60,60,24
Lin Longchang,CB,61,61,210000,2000,China PR,Right,45,32,32,60
J. Stevens,"CM, RW",61,69,725000,2000,England,Right,72,55,61,50
Zhang Xiuwei,"CM, CDM",61,64,425000,2000,China PR,Right,78,54,57,61
R. Tulloch,"LW, LM, ST",61,75,800000,5000,England,Right,68,59,53,25
J. Italiano,"LM, RM, LB",61,70,725000,3000,Australia,Right,73,55,56,46
M. Wolfe,"CDM, CM",61,71,700000,2000,England,Right,63,45,56,57
A. Al Bishi,CB,61,69,675000,3000,Saudi Arabia,Right,66,38,41,62
J. Olowu,CB,61,67,475000,3000,England,Right,73,32,42,61
C. Timmins,"CM, CDM",61,68,675000,550,Australia,Right,70,59,58,56
Borja Llarena,"ST, RW, LW",61,70,725000,2000,Spain,Right,86,60,51,35
M. Virtue,"CM, CDM",61,66,475000,2000,England,Right,67,54,57,58
I. Mahnashi,"CDM, CM, LB",61,73,775000,4000,Saudi Arabia,Right,67,42,55,58
B. Maher,GK,61,69,650000,500,Republic of Ireland,Right,0,0,0,0
J. Lennon,"CM, CDM",61,64,450000,650,Republic of Ireland,Right,49,52,60,59
Wang Ziming,ST,61,64,450000,3000,China PR,Right,81,58,50,32
T. Gallacher,LWB,61,69,700000,1000,Scotland,Left,70,35,50,56
Yao Junsheng,"CM, CAM",61,63,400000,2000,China PR,Left,69,58,63,55
D. Kelly,RM,61,62,375000,750,Republic of Ireland,Right,78,52,53,35
G. Carvajal,CDM,61,69,700000,500,Colombia,Right,42,36,55,56
M. Taylor,CB,61,69,700000,2000,England,Right,60,34,45,58
C. Shields,"ST, LM, RM",61,65,475000,1000,Scotland,Right,76,58,56,38
L. ChÃ¡vez,"RM, LM, ST",61,70,725000,2000,Argentina,Right,67,62,53,26
T. SchÃ¤ttin,LB,61,64,400000,1000,Switzerland,Left,68,38,52,56
M. Shabani,CAM,61,67,525000,2000,Germany,Right,65,54,62,35
S. Power,RM,61,63,425000,650,Republic of Ireland,Right,87,52,55,30
A. Angulo,CB,61,66,425000,750,Colombia,Right,64,26,37,63
A. Al Khatib,"CB, LB",61,63,350000,5000,Saudi Arabia,Right,67,26,40,60
A. Lewis,"LWB, LB",61,65,450000,11000,England,Left,66,39,58,57
M. Al Rashidi,"RB, CB",61,69,700000,3000,Saudi Arabia,Right,77,36,48,55
J. Vale,"ST, LW",61,73,800000,6000,Wales,Right,74,59,47,26
S. GussiÃ¥s,ST,61,68,675000,850,Norway,Right,66,61,45,24
J. Stroud,"RM, LM",61,62,400000,1000,United States,Right,67,53,56,53
M. Breunig,"ST, CAM",61,68,675000,800,Germany,Left,65,61,45,22
M. DembÃ©lÃ©,"CB, RB",61,72,675000,2000,France,Right,41,33,41,61
H. Kite,CM,61,66,500000,2000,England,Right,69,57,58,52
A. Stone,GK,61,67,425000,1000,England,Right,0,0,0,0
R. Hutchinson,LWB,61,68,625000,1000,England,Left,72,30,52,56
M. Karbstein,CB,61,66,450000,950,Germany,Left,65,36,42,61
S. Sherring,CB,61,69,700000,3000,England,Right,64,29,39,61
Park Soo Il,"LWB, LM",61,64,400000,1000,Korea Republic,Right,66,46,61,53
B. RaduloviÄ‡,ST,61,68,675000,500,Serbia,Right,61,60,47,27
P. Maghoma,"CM, CDM, CAM",61,75,800000,6000,England,Right,67,54,62,53
M. Å»ukowski,"RB, LM",61,75,750000,6000,Poland,Right,76,53,53,54
Y. Yakovenko,ST,61,61,325000,1000,Ukraine,Left,58,59,45,31
L. BÃ¼rger,"CM, CAM",61,69,725000,500,Germany,Right,64,54,61,57
S. Karweina,"CAM, ST, RM",61,65,475000,2000,Germany,Right,74,59,52,21
C. MacPherson,CM,61,68,650000,1000,Scotland,Right,70,57,61,58
J. von Moos,"RW, ST, CAM",61,75,800000,2000,Switzerland,Left,77,59,50,25
A. Dia Ndiaye,"ST, LM, RM",61,72,750000,2000,Senegal,Right,74,60,46,20
E. Celebi,"LB, CB",61,69,700000,4000,Germany,Left,66,30,47,58
T. Perry,"CAM, CM",61,73,800000,1000,England,Right,68,56,59,49
L. KrÃ¼ger,"ST, LM",61,70,750000,550,Germany,Right,77,56,46,26
S. Bose,"LB, LM",61,62,350000,650,India,Left,70,28,41,57
P. Samiec-Talar,"RM, ST",61,74,800000,1000,Poland,Left,78,58,53,29
A. Abqar,CB,61,71,675000,2000,Morocco,Right,40,30,42,61
J. Marsiglia,CB,61,70,675000,650,Colombia,Left,75,31,48,60
G. Szymusik,"RB, CB",61,68,625000,750,Poland,Right,68,30,47,57
I. Hutchinson,CM,61,67,525000,3000,England,Right,73,59,60,54
L. McCarron,"LWB, LB, LM",61,75,775000,3000,Scotland,Left,83,53,54,51
J. Lankester,RM,61,69,725000,1000,England,Left,74,58,57,43
A. Aidonis,"CB, RB",61,70,700000,3000,Germany,Right,55,31,41,62
A. Youssef,"CAM, ST",61,70,725000,1000,Sweden,Right,72,52,56,36
Almerge,RB,61,74,775000,1000,Spain,Right,61,37,54,61
Matis Carvalho,GK,61,70,625000,2000,Portugal,Right,0,0,0,0
I. El Mizouni,"CDM, CAM, LM",61,70,700000,2000,Tunisia,Right,66,54,58,56
A. Skipper,CB,61,69,700000,750,Denmark,Right,65,31,45,60
M. Kikkenborg,GK,61,72,650000,1000,Denmark,Right,0,0,0,0
A. Smith,CM,61,66,500000,2000,England,Right,75,58,58,56
Marc Aguado,"CM, CDM",61,72,725000,2000,Spain,Left,67,51,63,48
G. Dorsey,"RM, RB, RWB",61,68,650000,1000,United States,Right,70,49,57,48
M. Sylla,"CDM, CM",61,61,300000,2000,France,Right,65,41,53,60
D. Collander,"RW, CM",61,73,800000,1000,Sweden,Right,72,49,57,57
M. Bu Sanda,GK,61,64,325000,500,United Arab Emirates,Right,0,0,0,0
J. Nelson,"LB, LWB",61,67,475000,1000,United States,Left,60,27,47,60
E. Holt,CB,61,66,425000,1000,United States,Right,50,28,45,62
O. Casey,"CB, CDM",61,69,700000,2000,England,Right,50,27,45,63
K. Mouanga,CB,61,71,700000,700,France,Right,38,31,45,62
T. Bradbury,CB,61,65,425000,1000,England,Left,63,34,42,60
J. Barreto,ST,61,70,750000,3000,Argentina,Right,57,62,47,21
Lee Ji Sol,CB,61,70,700000,1000,Korea Republic,Right,61,39,41,59
V. Gembalies,CB,61,68,625000,1000,Germany,Right,79,27,41,57
Mikel Carro,CM,61,67,525000,3000,Spain,Right,50,52,60,61
È˜. BlÄƒnaru,"ST, RW, LW",61,61,210000,1000,Romania,Right,73,59,56,24
C. Casap,CM,61,67,525000,2000,Romania,Left,71,60,61,45
S. Hilton,"CAM, RM",61,73,800000,6000,England,Right,74,55,56,41
D. Borrero,"RM, LM, CAM",61,73,800000,1000,Colombia,Right,73,55,55,21
R. Horj,CB,61,66,425000,1000,Romania,Right,58,29,46,60
M. Skrzypczak,"CB, CDM",61,72,700000,1000,Poland,Left,53,34,46,60
C. Tucaliuc,"CAM, LW",61,67,525000,1000,Romania,Left,67,57,55,24
S. GrubaÄ,ST,61,68,675000,1000,Montenegro,Right,45,61,46,30
T. Tormin,"RM, LM",61,75,800000,1000,France,Right,83,55,52,27
S. Ogie,CB,61,69,675000,2000,Republic of Ireland,Left,75,36,47,59
G. Mogensen,ST,61,72,750000,800,Denmark,Right,69,61,48,23
O. Erdogan,"CB, CDM",61,70,675000,2000,Germany,Right,60,35,49,61
M. Franzke,RW,61,70,725000,2000,Germany,Right,76,51,56,27
S. Tengstedt,"ST, RM",61,70,750000,2000,Denmark,Left,76,58,53,21
A. IoniÈ›Äƒ,LB,61,66,475000,900,Romania,Left,84,31,50,54
C. Cherchez,"CF, LM, CAM",61,61,275000,1000,Romania,Right,54,64,60,31
C. Dumitru,"LW, RW",61,73,800000,2000,Romania,Right,75,57,53,40
S. Silvera,"CAM, ST",61,73,800000,500,Australia,Right,69,54,51,29
H. Holgate,CB,61,67,475000,2000,England,Right,61,24,39,60
FÃ¡bio Tavares,ST,61,73,800000,3000,Portugal,Right,86,61,48,26
K. Joseph,ST,61,75,800000,4000,Scotland,Right,75,60,46,22
J. Armer,"LWB, LB",61,70,700000,2000,Scotland,Left,69,33,50,56
S. McKinstry,"RM, LM, CAM",61,79,850000,4000,Scotland,Right,71,51,56,38
W. KamiÅ„ski,"CB, CDM",61,71,700000,1000,Poland,Right,59,42,50,60
A. KonatÃ©,"CAM, LW",61,74,800000,7000,France,Right,70,54,55,29
P. Osew,"LWB, LB, RB",61,68,625000,2000,England,Left,82,45,52,55
A. Sagna,"RM, LM, ST",61,70,725000,1000,Senegal,Right,81,59,44,35
D. Klann,CDM,61,67,475000,500,Germany,Right,64,35,49,60
F. BorÈ›a,"RWB, RM",61,67,475000,1000,Romania,Right,78,35,47,57
J. Schelfhout,GK,61,70,650000,1000,Belgium,Left,0,0,0,0
D. Youfeigane,GK,61,69,650000,950,France,Right,0,0,0,0
T. Chukwuani,CM,61,73,775000,1000,Denmark,Right,68,55,58,54
S. Van Dessel,"CM, CAM, LM",61,70,725000,2000,Belgium,Right,70,43,62,54
M. Sitti,"CDM, CM",61,71,700000,850,France,Right,57,47,58,58
A. Paluszek,CB,61,70,700000,1000,Poland,Right,51,27,36,61
D. Rouyard,GK,61,71,650000,950,France,Right,0,0,0,0
Park Dae Won,"CB, LB",61,69,675000,900,Korea Republic,Right,71,46,57,60
A. Candela,RB,61,70,700000,750,Italy,Right,77,43,52,58
S. È˜erban,LB,61,72,700000,2000,Romania,Left,77,43,52,54
F. Waleed,CDM,61,69,675000,500,United Arab Emirates,Right,67,44,52,57
F. Szymczak,ST,61,73,800000,2000,Poland,Right,74,60,43,20
M. WÄ™drychowski,"RM, CAM",61,74,800000,1000,Poland,Left,78,49,53,27
A. Pawlak,"RB, RM",61,70,675000,800,Poland,Right,69,42,58,58
H. Ali,RWB,61,70,675000,1000,Sweden,Right,73,34,49,58
S. Camara,"ST, RW",61,66,500000,2000,Guinea,Right,83,55,48,42
M. Whittaker,"RW, RM",61,73,800000,4000,England,Left,72,61,51,37
A. Fiordaliso,RB,61,69,700000,600,Italy,Right,74,32,44,58
T. White,"CM, CDM",61,64,425000,2000,England,Right,63,53,58,57
H. Kyprianou,"CM, CDM",61,70,725000,2000,Cyprus,Right,65,52,55,58
G. Materan,"RM, ST, RW",61,66,500000,500,Venezuela,Left,67,49,53,28
J. Evan's,"LM, LB",61,70,725000,900,France,Left,70,45,57,47
Z. Swanson,"RB, CB",61,72,700000,2000,England,Right,61,44,57,58
Leandro Fernandes,CM,61,68,675000,750,Netherlands,Right,71,52,60,53
E. Hustad,ST,61,65,450000,900,Norway,Right,57,60,49,28
E. Bonds,CDM,61,69,700000,1000,Guyana,Right,65,49,57,57
K. Yengi,ST,61,65,475000,2000,Australia,Right,87,57,49,33
A. Yahya,"RM, LM",61,74,800000,5000,Saudi Arabia,Left,83,54,52,31
D. SaviÄ‡,"LM, RM",61,69,725000,4000,Serbia,Left,74,59,54,29
D. Rivas,LB,61,71,675000,500,Paraguay,Left,73,23,46,58
J. Quintero,CB,61,69,700000,500,Venezuela,Right,59,30,42,60
D. ValdÃ©s,GK,61,61,220000,500,Venezuela,Left,0,0,0,0
D. Corozo,GK,61,61,60000,500,Ecuador,Right,0,0,0,0
L. Colmenarez,"RB, LB",61,61,170000,500,Venezuela,Right,75,36,50,53
J. RamÃ­rez,RM,61,73,800000,500,Venezuela,Right,68,54,56,27
S. Robertson,"CM, CDM",61,75,775000,6000,Scotland,Left,71,54,59,56
S. Abdulai,"CDM, CM, CB",61,71,675000,4000,Ghana,Right,59,42,60,59
D. Krezic,"LB, LM",61,62,350000,700,North Macedonia,Left,71,52,57,55
L. Claros,GK,61,68,550000,500,Bolivia,Right,0,0,0,0
L. Franco,GK,61,67,425000,500,Paraguay,Right,0,0,0,0
L. Egloff,"CAM, CF",61,78,850000,2000,Germany,Right,67,52,58,33
P. Ba,ST,61,65,475000,1000,Senegal,Right,57,60,42,25
P. Ayala,"CM, CDM",61,62,375000,500,Paraguay,Right,61,48,60,59
F. Bareiro,ST,61,71,750000,500,Paraguay,Right,51,65,50,18
C. Saydee,ST,61,72,725000,6000,England,Right,75,59,48,22
L. Casiani,RB,61,69,675000,500,Venezuela,Right,73,28,48,55
T. Tamas,LB,61,75,775000,3000,France,Left,65,37,42,60
V. Morar,ST,61,61,325000,2000,Romania,Right,68,62,44,23
S. Nilsen,GK,61,71,650000,600,Norway,Right,0,0,0,0
Kim Min Jun,"RM, RW",61,73,800000,2000,Korea Republic,Left,73,55,57,28
A. Bernhardsson,RW,61,67,525000,1000,Sweden,Right,80,53,58,44
J. TÃ¥nnander,GK,61,73,700000,500,Sweden,Left,0,0,0,0
G. Vagiannidis,RB,61,73,750000,500,Greece,Right,74,41,52,57
E. Lastre,"RB, RM, RW",61,69,700000,500,Ecuador,Right,76,35,50,55
F. Correa,GK,61,71,650000,500,Uruguay,Right,0,0,0,0
J. de Vries,"RW, ST",61,75,800000,800,United States,Left,82,57,58,26
N. Al Sharari,"CB, RB",61,64,375000,5000,Saudi Arabia,Right,69,25,43,60
L. SÃ¡nchez,"CM, CDM",61,67,525000,500,Bolivia,Left,66,57,56,59
Pablo PÃ©rez,"LB, LW",61,74,750000,3000,Spain,Left,61,35,52,57
R. MorÃ­nigo,GK,61,68,550000,500,Paraguay,Right,0,0,0,0
B. Unger,GK,61,68,550000,3000,Austria,Right,0,0,0,0
G. SÃ¡nchez,ST,61,70,750000,2000,Peru,Right,59,61,45,23
N. Collins,CB,61,82,1000000,2000,Germany,Right,85,25,40,59
F. Clarke,CAM,61,74,775000,4000,England,Right,71,48,56,31
J. Romero,ST,61,75,775000,2000,Argentina,Right,59,65,44,21
L. Chalmers,"RW, LW",61,70,725000,1000,Scotland,Left,77,55,56,20
A. Sylla,"CB, RB",61,68,625000,2000,Guinea,Right,69,31,47,61
J. Breum,"RW, LW",61,78,825000,1000,Denmark,Right,73,55,53,34
A. Kamardin,CB,61,65,425000,4000,Comoros,Right,67,29,41,63
O. Babuscu,"CAM, LM, CM",61,72,700000,1000,Austria,Right,65,62,60,28
E. Depussay,CM,61,71,725000,1000,France,Right,60,41,61,63
J. Roche,"CB, CDM",61,70,700000,600,Sweden,Left,69,43,57,59
J. Hawkins,"RW, LM, CM",61,73,800000,1000,United States,Right,83,46,53,24
N. Hug,"LWB, LM",61,67,475000,850,Germany,Left,69,39,55,55
U. Bertelli,CM,61,75,750000,2000,France,Right,53,53,60,53
L. Jastremski,ST,61,72,750000,750,Germany,Right,59,63,40,19
S. DoucourÃ©,ST,61,75,800000,3000,France,Right,53,58,46,23
A. Hausch,"ST, LW",61,78,850000,2000,Argentina,Right,80,61,53,29
M. RamusoviÄ‡,CDM,61,68,625000,3000,Bosnia and Herzegovina,Right,59,48,57,59
Marco Camus,LM,61,73,800000,1000,Spain,Left,70,54,58,32
S. Tijani,"CDM, CM",61,75,750000,3000,Nigeria,Right,70,42,60,59
B. Nsimba,"ST, CF",61,68,675000,3000,Belgium,Right,89,60,53,31
K. DÄ…browski,GK,61,69,625000,1000,Poland,Right,0,0,0,0
Y. Ayari,CM,61,78,825000,550,Sweden,Right,70,51,60,49
S. Benchamma,"CDM, CM",61,69,700000,1000,France,Right,72,54,59,59
C. Alexander,RB,61,61,325000,2000,England,Right,71,48,55,57
S. MvouÃ©,"CM, CDM",61,78,850000,2000,Cameroon,Right,62,56,58,53
S. Mohamed,"CAM, CM, RM",61,72,725000,2000,Mexico,Right,58,58,55,38
G. Micle,GK,61,70,625000,700,Romania,Left,0,0,0,0
I. Burnea,"LWB, CB",61,61,300000,1000,Romania,Left,62,35,56,62
L. Gordon,"LWB, LB",61,68,625000,2000,Guyana,Left,82,38,49,53
D. Balauru,GK,61,61,160000,1000,Romania,Left,0,0,0,0
